dataID,HHuniqueID,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,past_Outcome,Y_AcceptedOffer,CallDuration,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age,Job,Marital,Education,DefaultOnRecord,RecentBalance,HHInsurance,CarLoan,carMake,carModel,carYr
NA,HH2b68ce30e0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,916,0,0,Dodge,NA,2003
NA,HHee3f05a8af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2869,0,0,Oldsmobile,88,2009
NA,HHb07512eace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,616,1,0,Chevrolet,G-Series G30,2004
NA,HHc5c1770498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016,0,0,Saturn,Ion,2015
NA,HH49df785161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79,1,0,Dodge,Ram 1500,2013
NA,HH6e55bc4e1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,294,1,0,Mercury,Sable,2008
NA,HHa0e42f1f9d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-228,1,0,Honda,CR-V,2011
NA,HH22fd5cb8f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2661,0,0,Isuzu,Amigo,2008
NA,HHc820e00d9f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198,1,0,Acura,NA,2019
NA,HHf86c3a13e5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,0,Maserati,Spyder,2013
NA,HH38cf188250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,925,0,0,Hyundai,HED-5,2019
NA,HHe7fae145b9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1716,1,0,Hyundai,Santa Fe,2011
NA,HH17a32224c6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2489,1,0,MINI,Cooper,2013
NA,HH43154ad8fd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0,0,Eagle,Talon,2005
NA,HHbb92bcfc53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61,1,0,Ford,E-Series,2019
NA,HH51c3866d91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1349,0,0,GMC,Savana,2019
NA,HHc2ed57402e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3728,1,0,Audi,A6,2019
NA,HHfa7bf3a6f1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,Suzuki,SJ,1996
NA,HHe383884fdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-256,1,0,Eagle,Talon,2003
NA,HH52ee5ffcbe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3340,0,0,Lexus,LX,2011
NA,HH54d42d47ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,454,1,0,Pontiac,Firebird,2006
NA,HHbb2f4465df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216,0,0,Lincoln,Town Car,2010
NA,HHfb174f3d8f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6851,1,0,Mazda,Mazdaspeed 3,2019
NA,HH79f990f6bc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1241,0,0,Lexus,LX,2019
NA,HH4af2ed9982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,1,0,Mercedes-Benz,R-Class,2019
NA,HH05645f3a6c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1825,1,0,Toyota,Celica,2002
NA,HH2bebea1c52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1743,1,0,Ford,E250,2019
NA,HH3ec7dbbe37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303,0,0,Honda,Prelude,2006
NA,HHd92d9f3d35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,78,1,0,Suzuki,Sidekick,2004
NA,HHf2d53b45f0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,187,1,0,Ford,F-Series Super Duty,2018
NA,HH16a7799a94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1646,1,0,Chevrolet,Tahoe,NA
NA,HHec569c08cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,118,0,0,Aptera,Typ-1,2018
NA,HHa9356de7a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,283,0,0,Nissan,Maxima,2004
NA,HH1085b60579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,904,0,0,Honda,Fit,2019
NA,HHa1727a4bf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3026,0,0,Chevrolet,Camaro,1992
NA,HHad16cc03ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,557,1,0,Volkswagen,GLI,2019
NA,HHc0291cadc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,399,1,1,Ford,Crown Victoria,2019
NA,HHe3956c27da,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,380,1,0,Volvo,S70,2010
NA,HH5712ea23af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-245,0,1,GMC,Envoy XL,2015
NA,HH4c83b893f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1495,1,0,Mitsubishi,GTO,2002
NA,HH20e081f152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2641,1,0,Toyota,Corolla,2014
NA,HHde17029c47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-33,0,0,Dodge,Magnum,2016
NA,HHc7e61cf6e1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5773,0,0,GMC,3500 Club Coupe,2002
NA,HH6774d50abe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,959,0,0,Volvo,S80,2019
NA,HHefb9dd9f81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,0,0,Ferrari,FF,2019
NA,HH2652120a18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,235,1,0,Ford,Mustang,2002
NA,HH71e3650843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,0,0,Chevrolet,Corvette,1965
NA,HH63b23464f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4263,0,1,Lincoln,Town Car,1997
NA,HH55d161df35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195,1,0,Mitsubishi,Eclipse,2015
NA,HH633cc77bfa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1527,0,0,Pontiac,G8,2019
NA,HHe886f38fb9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,424,1,0,Dodge,Neon,2008
NA,HHf91e135f99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2027,0,0,Toyota,Camry Hybrid,2019
NA,HH1bb7a31883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,0,Suzuki,SX4,2018
NA,HHdcd13ff5d0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,244,0,0,Toyota,Paseo,2003
NA,HH25d8a2c2af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1917,0,0,GMC,Yukon,NA
NA,HHb5d742ecdd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2187,1,0,Honda,Pilot,2014
NA,HH0e32ad0df6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0,0,Porsche,Panamera,2019
NA,HH7aad656b93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,195,1,0,Chevrolet,Malibu,2011
NA,HH2dd81ff0f7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2587,0,0,BMW,8 Series,2006
NA,HH75b85a9c1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,480,1,0,BMW,760,2014
NA,HH5bacce9ca8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,Scion,tC,2015
NA,HHb28d9b18df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1184,1,0,Mazda,Tribute,2014
NA,HH405544de37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,452,0,0,Volvo,NA,2014
NA,HH0315cf17b6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2944,0,0,Ford,GT,NA
NA,HH5a97ec205d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4912,0,0,Chevrolet,Corvette,2007
NA,HH4ca6c3b4b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3316,0,0,Acura,RL,2016
NA,HH7ec2c56376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0,0,Nissan,Frontier,2010
NA,HHf67d1c2b7c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,730,1,0,Porsche,968,2003
NA,HH57aaf2b405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,606,1,0,GMC,Savana 2500,2016
NA,HH1157d07a9c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602,0,0,Porsche,911,NA
NA,HH4f6a9274e0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2543,0,0,Dodge,Charger,1980
NA,HH6026fcd268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6422,0,0,Saab,43348,2019
NA,HH5c7974b50d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1415,1,0,Mercedes-Benz,SLS AMG,2019
NA,HH524dea9b77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,1,1,Mercedes-Benz,NA,2011
NA,HH92c73cddd8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,238,1,0,NA,Cougar,1996
NA,HH626524a56b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,378,1,0,MINI,Countryman,2019
NA,HH892a464330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,607,1,0,Cadillac,NA,2019
NA,HH0c8d184081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,457,1,0,Lincoln,MKX,NA
NA,HH8cacb60619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111,0,1,Hyundai,Excel,2003
NA,HH32b59f3b41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,241,0,0,Ford,Econoline E150,2007
NA,HHdf573278fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,616,1,0,GMC,Sonoma,2005
NA,HH85214cf020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1049,1,0,Mercedes-Benz,C-Class,2017
NA,HH3b923ff2e4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74,0,0,Hyundai,Tucson,2018
NA,HH138070ca75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1234,0,0,Subaru,Impreza,2008
NA,HHfae7d85e3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,1,1,Chevrolet,Malibu,2016
NA,HHc2ebfbbe83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6657,0,0,Chevrolet,Suburban 1500,2015
NA,HHc84556b311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146,1,0,Ford,Econoline E250,2005
NA,HH590e2c7d23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10406,0,0,Toyota,Sequoia,2014
NA,HH6a4f969b8b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6060,1,0,Eagle,Talon,2001
NA,HH42960bb923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165,0,1,Saturn,Relay,2017
NA,HH32827939bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2876,0,0,Hyundai,Tiburon,2018
NA,HH01f6bd1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-339,1,1,Lexus,ES,2005
NA,HHf99d4963b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,436,1,0,Honda,del Sol,2003
NA,HH0bc040a9d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8556,0,0,Pontiac,Grand Prix,1989
NA,HHd6efa868f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,181,0,0,Buick,Enclave,2019
NA,HHec2084f596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1536,0,0,Suzuki,Daewoo Lacetti,2016
NA,HH891c84b8b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,901,0,0,Pontiac,Safari,1997
NA,HH153fc87685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,369,1,0,Mazda,RX-7,NA
NA,HHe0bcf03279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,783,1,0,Audi,S8,2017
NA,HH4164d57e53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,423,0,0,Honda,Odyssey,2019
NA,HH744dc14237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3706,1,0,Isuzu,Rodeo,NA
NA,HH931ac36aff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2127,1,0,Toyota,Land Cruiser,2015
NA,HH7ff5a013ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8262,1,0,Chevrolet,2500,2010
NA,HHacd7d6fe45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-158,1,0,GMC,Sierra 3500,2019
NA,HHe0cde949d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Jeep,NA,2019
NA,HHa5f19d2d3f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,424,1,1,Oldsmobile,Achieva,2002
NA,HHa83c7997cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4996,0,0,Ford,Taurus,1998
NA,HH1e772cc201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1633,0,0,Toyota,Previa,2004
NA,HH1755081001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8413,0,0,Chevrolet,Suburban 2500,NA
NA,HHccf462bc4d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160,1,0,Isuzu,Space,2003
NA,HH3e9fae814e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,Bentley,Continental Super,2019
NA,HH67cc96e24f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3764,0,0,Geo,Prizm,2002
NA,HH2162954706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,377,0,0,Ford,F150,2015
NA,HHfb759a06c3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-46,1,0,Mazda,Miata MX-5,2011
NA,HHe0e3bbaea2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0,0,Honda,Accord,2008
NA,HH653d614061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,687,1,0,Chevrolet,Corsica,2004
NA,HHa1049b72f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5495,1,0,Saab,900,1999
NA,HH0b76dccc50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0,1,Dodge,Durango,2009
NA,HHccf91e0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,1,0,NA,S8,2011
NA,HH1912711143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4717,0,0,Lincoln,Continental,2006
NA,HHa6ccb267f8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1859,0,0,Chevrolet,Malibu,2018
NA,HH8b17fb1a59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3665,0,0,Chevrolet,Impala,2012
NA,HH47adbdd79e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-287,1,0,Land Rover,Defender,2003
NA,HHea9a43ceb7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,395,0,0,Volkswagen,Fox,2003
NA,HHda44d03dd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-42,0,0,Toyota,T100,2007
NA,HH1de37991a7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,960,1,1,Porsche,NA,2014
NA,HHc1ef9d2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,922,1,0,Aston Martin,V8 Vantage S,2019
NA,HH84f50a3671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,227,0,0,Nissan,Armada,2019
NA,HHbc0712c183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,121,1,0,Bentley,Continental Flying Spur,2018
NA,HH7ba8c32b1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-267,0,1,Saab,9000,1999
NA,HH28e78220f9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,0,Chevrolet,Express 1500,2013
NA,HHb591d05dd0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-558,0,0,Audi,TT,2014
NA,HH951ba7982b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1280,1,0,NA,X5,2019
NA,HHfdf81a1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1458,0,0,Maserati,Quattroporte,2018
NA,HH9e38f146f7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,1,0,Ford,Crown Victoria,NA
NA,HH59847f671d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1962,0,0,Kia,Sedona,2019
NA,HHe0d4f460cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-368,1,0,Cadillac,SRX,2019
NA,HHa7b665cac2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146,1,0,Maybach,62,2019
NA,HH6a6e2953f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,501,1,1,Daewoo,Nubira,2012
NA,HH68cb68f222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1633,0,0,Volkswagen,Passat,2004
NA,HH533b7e27fc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206,1,0,Dodge,Daytona,2002
NA,HHc865162808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,529,1,0,Mercedes-Benz,CLK-Class,2009
NA,HH5002e2c5d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1790,0,1,Isuzu,Hombre Space,2008
NA,HHdc685bf1fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4733,1,0,GMC,Sierra 3500,2019
NA,HHffe4487b78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1623,1,0,Toyota,Supra,2006
NA,HH7bccbe2869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,263,1,0,Lexus,LX,2019
NA,HH413fea90b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-211,1,0,GMC,Envoy,2013
NA,HHaf8b3de8d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,183,0,0,Suzuki,XL-7,NA
NA,HH83a4f704bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1944,1,0,Oldsmobile,Achieva,2003
NA,HHc4e9e6ca79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-36,0,0,BMW,M Roadster,2017
